,Stn ID,Stn Name,Elev,Lat,Long,Mdl,Tmp,RH,Wind,PPT,ERC,BI,SC,KBDI,HUN,THOU,TEN,STL,ADJ,IC,State,Elev_standard,Tmp_standard,RH_standard,Wind_standard,PPT_standard,BI_standard,Long_adj,Agglo_clusters,posterior_clusters
0,50404,GUNSIGHT,8360,40.2,106.3,7G,60,54,10,0.06,53,55,11,289,12,10,11,3,M,12,Colorado,0.4989688872948983,-0.6000000000000001,0.08000000000000007,-0.2857142857142858,-0.9656160458452722,0.460488989508891,-106.3,0,C0
0,226702,WAUSAU,312,31.5,88.8,8D,87,63,6,0.17,49,46,8,590,19,19,13,2,L,5,Mississippi,-0.944230251950148,0.23076923076923084,0.26,-0.5714285714285714,-0.9025787965616046,0.177403038249237,-88.8,1,C0
0,290205,DULCE 2,6730,36.9,107.0,7U,86,16,5,0.0,38,33,5,498,12,10,5,4,H,43,New Mexico,0.20667085089213666,0.20000000000000018,-0.6799999999999999,-0.6428571428571429,-1.0,-0.23149889134804097,-107.0,0,C0
0,383401,SANTEE NWR,78,33.6,80.4,7G,91,60,6,0.0,29,29,5,269,15,19,11,4,M,11,South Carolina,-0.986192055949072,0.3538461538461539,0.19999999999999996,-0.5714285714285714,-1.0,-0.35731486968566495,-80.4,1,C0
0,292203,SMOKEY BEAR,6900,33.3,105.6,7G,82,20,7,0.0,40,46,9,16,14,16,6,2,M,42,New Mexico,0.2371559221734063,0.07692307692307665,-0.6,-0.5,-1.0,0.177403038249237,-105.6,0,C0
0,41311,RICE CANYON,6943,39.5,120.3,7G,83,14,12,0.0,89,96,21,401,5,6,3,5,E,67,California,0.24486685196808033,0.10769230769230775,-0.72,-0.1428571428571429,-1.0,1.7501027674695369,-120.3,0,C0
0,421415,FORT DUCHESNE,4928,40.2,109.8,7G,80,24,8,0.0,79,66,10,695,7,7,5,3,M,36,Utah,-0.1164709046893212,0.01538461538461533,-0.52,-0.4285714285714286,-1.0,0.806482929937357,-109.8,0,C0
0,45711,PINE HILLS FIRE ST,3800,33.0,116.6,7B,87,37,5,0.0,42,75,26,654,11,9,7,3,M,37,California,-0.3187483188379808,0.23076923076923084,-0.26,-0.6428571428571429,-1.0,1.089568881197011,-116.6,0,C1
0,405101,LENOIR CITY,1240,35.8,84.3,8E,84,68,0,0.13,6,5,0,259,20,22,13,1,L,2,Tennessee,-0.7778176275441585,0.1384615384615384,0.3600000000000001,-1.0,-0.9255014326647565,-1.112210739711409,-84.3,1,C0
0,101014,SYRINGA,3380,46.1,115.7,7G,91,24,4,0.0,73,61,10,537,8,8,5,5,V,37,Idaho,-0.39406437729758803,0.3538461538461539,-0.52,-0.7142857142857143,-1.0,0.649212957015327,-115.7,0,C0
0,240308,DEEP CREEK,5340,48.3,113.1,7G,65,37,7,0.0,70,64,11,245,7,8,7,4,H,24,Montana,-0.04258943781942082,-0.44615384615384635,-0.26,-0.5,-1.0,0.743574940768545,-113.1,0,C0
0,40425,SCHOOLHOUSE,2647,41.1,123.9,7G,71,41,13,0.0,61,78,19,448,8,11,7,4,H,35,California,-0.525508831704474,-0.2615384615384615,-0.17999999999999994,-0.07142857142857151,-1.0,1.183930864950229,-123.9,0,C0
0,480804,GRASS CREEK,7100,43.8,108.8,7T,63,59,7,0.3,2,10,6,153,13,11,11,1,L,6,Wyoming,0.27302071191607635,-0.5076923076923077,0.17999999999999994,-0.5,-0.828080229226361,-0.9549407667893789,-108.8,0,C0
0,472002,KESHENA,870,44.8,88.6,7Q,80,54,3,0.0,22,16,2,151,17,19,11,1,L,5,Wisconsin,-0.8441674885680983,0.01538461538461533,0.08000000000000007,-0.7857142857142857,-1.0,-0.766216799282943,-88.6,2,C0
0,351604,CANNIBAL,1939,44.3,123.8,7G,66,66,2,0.0,32,31,5,660,16,16,11,3,M,10,Oregon,-0.6524701873935264,-0.4153846153846157,0.32000000000000006,-0.8571428571428572,-1.0,-0.294406880516853,-123.8,0,C0
0,100714,DENT,1650,46.6,116.2,7C,93,24,3,0.0,18,33,10,509,8,9,5,4,H,38,Idaho,-0.7042948085716847,0.41538461538461524,-0.52,-0.7857142857142857,-1.0,-0.23149889134804097,-116.2,0,C0
0,89911,LIBERTY,91,30.2,-84.8,7G,86,73,5,0.06,13,15,2,276,19,24,13,2,L,5,Florida,-0.9838608446157985,0.20000000000000018,0.45999999999999996,-0.6428571428571429,-0.9656160458452722,-0.797670793867349,-84.8,1,C0
0,20402,PINEY HILL,8110,35.7,109.1,7K,78,11,7,0.0,70,61,10,272,11,11,4,5,V,56,Arizona,0.45413790011656063,-0.04615384615384599,-0.78,-0.5,-1.0,0.649212957015327,-109.1,0,C0
0,40308,JUNIPER CREEK,4372,41.3,120.4,7T,90,12,4,0.0,21,44,16,316,6,7,3,3,M,36,California,-0.2161750201739442,0.3230769230769228,-0.76,-0.7142857142857143,-1.0,0.11449504908042502,-120.4,0,C0
0,419801,TEMPLE,573,31.0,97.3,8G,96,39,9,0.0,41,45,9,617,14,16,7,3,M,33,Texas,-0.8974267013359634,0.5076923076923077,-0.21999999999999997,-0.3571428571428572,-1.0,0.14594904366483102,-97.3,2,C0
0,380241,SASSAFRAS MOUNTAIN,3525,35.0,-82.7,7G,76,74,4,0.0,15,20,4,138,16,25,12,,,8,South Carolina,-0.3680624047341522,-0.10769230769230775,0.48,-0.7142857142857143,-1.0,-0.6404008209453189,-82.7,1,C0
0,40916,CASHMAN,4478,40.0,120.9,7G,92,12,9,0.0,90,84,16,722,6,6,3,5,V,64,California,-0.19716668161032902,0.3846153846153846,-0.76,-0.3571428571428572,-1.0,1.372654832456665,-120.9,0,C0
0,240809,MANNING CORRAL,3080,47.7,108.4,7C,69,36,8,0.0,14,32,12,461,6,8,7,3,M,26,Montana,-0.4478615619115933,-0.32307692307692326,-0.28,-0.4285714285714286,-1.0,-0.262952885932447,-108.4,0,C0
0,45636,CORONA 2,1951,33.8,117.5,7B,94,36,7,0.0,53,106,43,674,11,9,6,3,H,56,California,-0.6503183000089662,0.44615384615384635,-0.28,-0.5,-1.0,2.0646427133135967,-117.5,0,C1
0,45623,SANTA ROSA PLATEAU,1987,33.5,117.2,7N,86,41,13,0.0,19,87,79,604,15,12,9,3,M,29,California,-0.6438626378552856,0.20000000000000018,-0.17999999999999994,-0.07142857142857151,-1.0,1.467016816209883,-117.2,0,C0
0,351319,BLACK MTN RIDGE,4965,45.5,118.2,7G,79,27,9,0.0,79,73,13,473,6,7,5,5,V,38,Oregon,-0.10983591858692732,-0.01538461538461533,-0.45999999999999996,-0.3571428571428572,-1.0,1.026660892028199,-118.2,0,C0
0,461601,CONAWAY LAKE,1190,39.4,80.8,8E,81,69,4,0.09,6,6,1,198,20,22,13,1,L,4,West Virginia,-0.786783824979826,0.04615384615384599,0.3800000000000001,-0.7142857142857143,-0.9484240687679083,-1.080756745127003,-80.8,1,C0
0,352561,WILLOW CREEK,456,44.0,123.1,7G,84,36,4,0.0,48,35,4,698,13,13,8,4,M,18,Oregon,-0.9184076033354255,0.1384615384615384,-0.28,-0.7142857142857143,-1.0,-0.16859090217922898,-123.1,0,C0
0,353429,SUMMER LAKE,5085,42.7,120.7,7G,77,23,2,0.0,82,59,8,350,6,7,5,5,V,29,Oregon,-0.08831704474132518,-0.0769230769230771,-0.54,-0.8571428571428572,-1.0,0.586304967846515,-120.7,0,C0
0,352701,COLD SPRINGS,4695,44.3,120.1,7C,86,15,7,0.0,21,43,15,421,7,8,4,5,V,55,Oregon,-0.158253384739532,0.20000000000000018,-0.7,-0.5,-1.0,0.08304105449601902,-120.1,0,C0
0,231501,ATLANTA,840,39.8,92.5,7E,83,60,6,0.0,13,18,4,562,17,17,12,2,L,8,Missouri,-0.8495472070294988,0.10769230769230775,0.19999999999999996,-0.5714285714285714,-1.0,-0.7033088101141309,-92.5,2,C0
0,453416,LITTLE PEND OREILL,2020,48.2,117.4,7G,70,44,2,0.0,50,33,4,423,12,12,9,4,M,10,Washington,-0.637944947547745,-0.29230769230769216,-0.12,-0.8571428571428572,-1.0,-0.23149889134804097,-117.4,0,C0
0,89962,HIGHLANDS,76,27.3,-81.3,7G,89,63,1,0.0,21,14,1,341,17,21,11,3,M,6,Florida,-0.9865507038464987,0.29230769230769216,0.26,-0.9285714285714286,-1.0,-0.829124788451755,-81.3,1,C0
0,45013,JAWBONE,4300,35.2,118.2,7A,91,14,20,0.0,3,58,189,448,6,5,3,3,H,66,California,-0.2290863444813055,0.3538461538461539,-0.72,0.4285714285714284,-1.0,0.554850973262109,-118.2,0,C0
0,45614,LOST HORSE,4100,34.0,116.1,7L,95,22,7,0.0,4,39,60,657,8,7,5,3,M,41,California,-0.26495113422397565,0.476923076923077,-0.56,-0.5,-1.0,-0.04277492384160498,-116.1,0,C0
0,41213,CARPENTER RIDGE,4812,40.0,121.5,7G,87,17,3,0.0,90,51,5,730,5,6,4,3,M,32,California,-0.13727248274006998,0.23076923076923084,-0.6599999999999999,-0.7857142857142857,-1.0,0.334673011171267,-121.5,0,C0
0,56202,PINON CANYON,5360,37.5,104.0,7L,75,39,9,0.11,4,42,73,488,15,14,8,3,M,35,Colorado,-0.03900295884515381,-0.1384615384615384,-0.21999999999999997,-0.3571428571428572,-0.9369627507163324,0.05158705991161302,-104.0,0,C0
0,450130,ELLIS MT,2671,48.1,124.3,7G,74,51,4,0.0,34,35,6,613,13,17,10,3+,M,13,Washington,-0.5212050569353537,-0.16923076923076952,0.020000000000000018,-0.7142857142857143,-1.0,-0.16859090217922898,-124.3,0,C0
0,20217,YELLOWJOHN,6160,36.1,113.5,7U,89,22,5,0.0,31,25,3,349,15,14,7,3,M,28,Arizona,0.1044562001255267,0.29230769230769216,-0.56,-0.6428571428571429,-1.0,-0.483130848023289,-113.5,0,C0
0,260701,DEAD CAMEL,4490,39.2,118.9,7G,95,10,10,0.0,100,92,17,705,4,4,3,4,V,72,Nevada,-0.19501479422576884,0.476923076923077,-0.8,-0.2857142857142858,-1.0,1.624286789131913,-118.9,0,C0
0,20601,GLOBE,4137,33.3,110.7,7G,98,19,5,0.0,64,48,7,511,9,11,5,3,M,36,Arizona,-0.25831614812158166,0.569230769230769,-0.62,-0.6428571428571429,-1.0,0.24031102741804902,-110.7,0,C0
0,292008,SLAUGHTER MESA,8591,34.0,108.4,7K,78,22,8,0.0,60,54,9,113,13,13,6,3-,M,43,New Mexico,0.5403927194476823,-0.04615384615384599,-0.56,-0.4285714285714286,-1.0,0.429034994924485,-108.4,0,C0
0,54801,WILLIS CREEK,9200,38.0,105.0,7G,58,70,5,0.03,27,29,5,19,17,17,14,3,M,4,Colorado,0.6496010042141127,-0.6615384615384616,0.40000000000000013,-0.6428571428571429,-0.9828080229226361,-0.35731486968566495,-105.0,0,C0
0,243206,GALENA,6600,46.2,112.2,7G,63,55,5,0.03,29,0,0,132,11,10,35,3,M,0,Montana,0.18335873755940102,-0.5076923076923077,0.10000000000000009,-0.6428571428571429,-0.9828080229226361,-1.2694807126334389,-112.2,0,C0
0,40921,DENTEN CREEK,5149,39.7,120.5,7G,95,10,4,0.0,91,64,9,462,5,6,3,5,V,53,California,-0.0768403120236707,0.476923076923077,-0.8,-0.7142857142857143,-1.0,0.743574940768545,-120.5,0,C0
0,393801,FORT PIERRE,2274,44.1,100.3,7L,59,98,28,1.54,0,0,0,225,15,14,35,1,L,0,South Dakota,-0.592396664574554,-0.6307692307692307,0.96,1.0,-0.11747851002865328,-1.2694807126334389,-100.3,0,C0
0,102712,WAGONTOWN,6200,43.5,115.3,7G,81,20,5,0.0,91,64,9,589,5,5,4,4,H,37,Idaho,0.11162915807406071,0.04615384615384599,-0.6,-0.6428571428571429,-1.0,0.743574940768545,-115.3,0,C0
0,422609,BRYCE CANYON,7855,37.6,112.1,7G,81,15,9,0.0,54,59,12,301,12,13,5,3,H,48,Utah,0.40841029319465605,0.04615384615384599,-0.7,-0.3571428571428572,-1.0,0.586304967846515,-112.1,0,C0
0,260809,MATHER,9268,39.0,114.2,7F,77,17,4,0.0,47,80,26,177,7,8,5,3,H,66,Nevada,0.6617950327266207,-0.0769230769230771,-0.6599999999999999,-0.7142857142857143,-1.0,1.246838854119041,-114.2,0,C0
0,317240,LEE COUNTY AIRPORT,247,35.5,-79.1,7G,81,78,5,0.0,27,27,4,495,17,17,14,,,5,North Carolina,-0.9558863086165157,0.04615384615384599,0.56,-0.6428571428571429,-1.0,-0.42022285885447697,-79.1,1,C0
0,12302,TERRAPIN CREEK,805,33.8,-85.5,7G,84,73,3,0.53,15,15,2,346,18,22,15,2,L,3,Alabama,-0.855823545234466,0.1384615384615384,0.45999999999999996,-0.7857142857142857,-0.6962750716332378,-0.797670793867349,-85.5,1,C0
0,20501,IRON SPRINGS,5385,34.5,112.5,7G,89,25,3,0.53,39,29,4,73,16,15,6,2,M,24,Arizona,-0.03451986012732,0.29230769230769216,-0.5,-0.7857142857142857,-0.6962750716332378,-0.35731486968566495,-112.5,0,C0
0,89958,HENDRY,26,26.5,-81.1,7G,88,66,3,0.0,22,17,2,208,17,20,12,3,M,6,Florida,-0.9955169012821662,0.2615384615384615,0.32000000000000006,-0.7857142857142857,-1.0,-0.7347628046985369,-81.1,1,C0
0,400902,BISO-NP,1445,36.4,84.6,8E,83,61,3,0.0,22,32,8,293,13,16,11,3,M,14,Tennessee,-0.7410562180579217,0.10769230769230775,0.21999999999999997,-0.7857142857142857,-1.0,-0.262952885932447,-84.6,1,C0
0,235901,WAH KON TAH,944,37.8,-93.9,7E,73,100,7,0.16,0,0,0,596,18,18,35,1,L,0,Missouri,-0.8308975163633103,-0.20000000000000018,1.0,-0.5,-0.9083094555873925,-1.2694807126334389,-93.9,2,C0
0,52704,JAY,6257,38.8,107.7,7G,83,21,10,0.0,75,84,18,595,9,7,5,3,H,53,Colorado,0.1218506231507217,0.10769230769230775,-0.5800000000000001,-0.2857142857142858,-1.0,1.372654832456665,-107.7,0,C0
0,315201,POCOSIN LAKES NWR,16,35.7,76.5,7G,84,71,6,1.21,0,0,0,191,19,25,35,1,L,0,North Carolina,-0.9973101407692997,0.1384615384615384,0.41999999999999993,-0.5714285714285714,-0.3065902578796562,-1.2694807126334389,-76.5,1,C0
0,21409,HEADQUARTERS,5400,32.0,109.3,7G,89,36,4,0.0,48,38,5,396,12,13,7,2,L,21,Arizona,-0.03183000089661969,0.29230769230769216,-0.28,-0.7142857142857143,-1.0,-0.07422891842601098,-109.3,0,C0
0,422604,ASAY BENCH,8100,37.5,112.5,7G,82,14,7,0.0,60,59,11,140,10,12,4,3,H,48,Utah,0.452344660629427,0.07692307692307665,-0.72,-0.5,-1.0,0.586304967846515,-112.5,0,C0
0,380601,KINGS MOUNTAIN,820,35.1,81.4,8G,85,69,2,2.87,3,0,0,21,19,21,35,1,L,0,South Carolina,-0.8531336860037658,0.16923076923076907,0.3800000000000001,-0.8571428571428572,0.6446991404011462,-1.2694807126334389,-81.4,1,C0
0,312341,GREENSBORO AIRPORT,926,36.0,-79.9,7G,83,67,5,0.49,21,25,5,140,18,21,12,3,M,9,North Carolina,-0.8341253474401507,0.10769230769230775,0.3400000000000001,-0.6428571428571429,-0.7191977077363897,-0.483130848023289,-79.9,1,C0
0,395202,PORCUPINE,3786,43.2,102.2,7L,53,99,24,1.1,0,0,0,50,16,16,35,,,0,South Dakota,-0.3212588541199677,-0.8153846153846156,0.98,0.7142857142857142,-0.3696275071633238,-1.2694807126334389,-102.2,0,C0
0,352819,LONG PRAIRIE,1180,42.9,124.2,7G,72,55,7,0.0,29,28,4,651,17,17,10,,,15,Oregon,-0.7885770644669595,-0.23076923076923084,0.10000000000000009,-0.5,-1.0,-0.38876886427007096,-124.2,0,C0
0,43502,DIABLO GRANDE,1861,37.3,121.2,7B,92,13,11,0.0,100,179,72,547,4,5,3,5,E,92,California,-0.6664574553931677,0.3846153846153846,-0.74,-0.2142857142857143,-1.0,4.360784317975234,-121.2,0,C1
0,450211,OWL MT,3398,47.7,123.9,7G,77,55,1,0.0,39,43,8,608,12,16,10,3+,M,12,Washington,-0.3908365462207478,-0.0769230769230771,0.10000000000000009,-0.9285714285714286,-1.0,0.08304105449601902,-123.9,0,C0
0,40242,BRAZIE  RANCH,3090,41.6,122.5,7B,89,15,9,0.0,79,133,48,602,5,6,3,5,E,74,California,-0.4460683224244598,0.29230769230769216,-0.7,-0.3571428571428572,-1.0,2.9139005670925586,-122.5,0,C1
0,128905,TIPSAW LAKE,718,38.1,86.6,7R,86,58,0,0.0,4,2,0,332,19,21,12,1,L,3,Indiana,-0.8714247287725275,0.20000000000000018,0.15999999999999992,-1.0,-1.0,-1.2065727234646269,-86.6,1,C0
0,40312,RUSH CREEK,5543,41.2,120.8,7K,85,14,7,0.0,92,68,10,364,4,5,3,3,H,52,California,-0.006186676230610644,0.16923076923076907,-0.72,-0.5,-1.0,0.869390919106169,-120.8,0,C0
0,228202,MS SANDHILL CRANE,25,30.4,88.6,8D,75,97,0,3.22,3,0,0,113,23,23,35,1,L,0,Mississippi,-0.9956962252308795,-0.1384615384615384,0.94,-1.0,0.845272206303725,-1.2694807126334389,-88.6,1,C0
0,352332,KEENEY TWO,5120,44.6,118.9,7C,88,11,5,0.0,23,40,12,379,5,6,3,5,V,59,Oregon,-0.08204070653635798,0.2615384615384615,-0.78,-0.6428571428571429,-1.0,-0.01132092925719898,-118.9,0,C0
0,82202,ST.  MARKS NWR EAS,15,30.1,84.1,8D,87,71,8,0.05,17,22,4,201,19,22,13,2,L,5,Florida,-0.997489464718013,0.23076923076923084,0.41999999999999993,-0.4285714285714286,-0.9713467048710602,-0.577492831776507,-84.1,1,C0
0,352558,EMIGRANT,3840,43.4,122.2,7G,83,23,8,0.0,73,74,14,596,8,8,5,5,V,45,Oregon,-0.3115753608894468,0.10769230769230775,-0.54,-0.4285714285714286,-1.0,1.0581148866126049,-122.2,0,C0
0,242205,ARMELLS,2820,47.5,108.8,7C,70,35,9,0.0,13,32,12,516,6,8,7,3,M,24,Montana,-0.4944857885770645,-0.29230769230769216,-0.29999999999999993,-0.3571428571428572,-1.0,-0.262952885932447,-108.8,0,C0
0,340901,OSAGE,1000,36.6,96.3,7T,78,78,9,0.49,0,0,0,643,19,18,35,1,L,0,Oklahoma,-0.8208553752353627,-0.04615384615384599,0.56,-0.3571428571428572,-0.7191977077363897,-1.2694807126334389,-96.3,2,C0
0,452513,OWL MOUNTAIN,3560,48.9,118.2,7C,78,15,3,0.0,20,31,8,390,6,7,4,4,H,35,Washington,-0.361786066529185,-0.04615384615384599,-0.7,-0.7857142857142857,-1.0,-0.294406880516853,-118.2,0,C0
0,20102,FORT YUMA,185,32.6,114.6,7B,106,33,6,0.0,39,53,13,780,8,7,6,2,M,28,Arizona,-0.9670043934367435,0.8153846153846152,-0.33999999999999997,-0.5714285714285714,-1.0,0.397581000340079,-114.6,0,C0
0,384201,SAVANNAH NWR,10,32.1,81.1,7G,90,52,8,0.0,28,33,6,246,15,19,10,3,M,15,South Carolina,-0.9983860844615798,0.3230769230769228,0.040000000000000036,-0.4285714285714286,-1.0,-0.23149889134804097,-81.1,1,C0
0,50304,WILLOW CREEK,9680,40.3,106.2,7G,51,71,8,0.17,44,43,8,149,13,11,14,3,M,4,Colorado,0.735676499596521,-0.8769230769230769,0.41999999999999993,-0.4285714285714286,-0.9025787965616046,0.08304105449601902,-106.2,0,C0
0,20401,ALPINE,8188,33.8,109.1,7G,80,18,5,0.0,47,45,8,156,13,14,5,3,M,42,Arizona,0.468125168116202,0.01538461538461533,-0.64,-0.6428571428571429,-1.0,0.14594904366483102,-109.1,0,C0
0,421806,TULE VALLEY,5200,39.3,113.3,7H,87,11,4,0.0,51,26,2,649,6,5,3,3,H,46,Utah,-0.06769479063928985,0.23076923076923084,-0.78,-0.7142857142857143,-1.0,-0.451676853438883,-113.3,0,C0
0,301011,GANG MILLS,950,42.1,77.1,7E,74,68,1,0.0,8,7,1,44,20,28,14,2-,L,3,New York,-0.8298215726710302,-0.16923076923076952,0.3600000000000001,-0.9285714285714286,-1.0,-1.049302750542597,-77.1,1,C0
0,162502,CATAHOULA,230,31.5,92.4,7D,95,45,8,0.0,24,41,12,584,15,18,9,3,M,17,Louisiana,-0.9589348157446427,0.476923076923077,-0.09999999999999998,-0.4285714285714286,-1.0,0.02013306532720702,-92.4,2,C0
0,322701,KNIFE RIVER,1700,47.3,101.3,7L,74,26,13,0.0,3,35,73,489,10,13,6,3,M,36,North Dakota,-0.6953286111360172,-0.16923076923076952,-0.48,-0.07142857142857151,-1.0,-0.16859090217922898,-101.3,0,C0
0,241904,LINCOLN,4597,46.9,112.6,7G,80,32,3,0.03,50,37,5,309,13,12,7,3,M,20,Montana,-0.17582713171344033,0.01538461538461533,-0.36,-0.7857142857142857,-0.9828080229226361,-0.10568291301041698,-112.6,0,C0
0,318640,HORTICULTURAL CRS,166,35.0,-78.2,7G,81,74,6,0.35,22,21,3,273,16,20,13,3,M,5,North Carolina,-0.9704115484622972,0.04615384615384599,0.48,-0.5714285714285714,-0.7994269340974212,-0.6089468263609129,-78.2,1,C0
0,212601,BRAINERD,1220,46.3,94.1,7L,77,69,3,0.0,0,2,2,184,16,17,13,1,L,2,Minnesota,-0.7814041065184255,-0.0769230769230771,0.3800000000000001,-0.7857142857142857,-1.0,-1.2065727234646269,-94.1,2,C0
0,10702,BANKHEAD NF,989,34.3,87.3,7G,82,75,4,0.02,21,20,3,509,18,19,15,3-,M,3,Alabama,-0.8228279386712095,0.07692307692307665,0.5,-0.7142857142857143,-0.9885386819484241,-0.6404008209453189,-87.3,1,C0
0,45308,CASITAS,639,34.4,119.3,7B,89,46,8,0.0,20,39,13,627,15,12,9,3,M,18,California,-0.8855913207208823,0.29230769230769216,-0.07999999999999996,-0.4285714285714286,-1.0,-0.04277492384160498,-119.3,0,C0
0,103211,SHO-PAI,5375,42.0,116.2,7T,90,8,8,0.0,24,74,44,351,6,6,3,,,64,Idaho,-0.0363130996144535,0.3230769230769228,-0.84,-0.4285714285714286,-1.0,1.0581148866126049,-116.2,0,C0
0,35102,SHERIDAN,270,34.3,92.3,7G,89,67,4,0.0,14,14,2,420,21,22,14,3,M,5,Arkansas,-0.9517618577961087,0.29230769230769216,0.3400000000000001,-0.7142857142857143,-1.0,-0.829124788451755,-92.3,2,C0
0,350216,SOUTH FORK,2240,45.5,123.4,7G,81,45,5,0.0,45,44,8,750,12,14,7,,,25,Oregon,-0.5984936788308078,0.04615384615384599,-0.09999999999999998,-0.6428571428571429,-1.0,0.11449504908042502,-123.4,0,C0
0,418701,CEDAR,3070,35.6,101.5,7L,86,38,8,0.21,2,24,39,559,13,14,8,2,M,21,Texas,-0.4496548013987268,0.20000000000000018,-0.24,-0.4285714285714286,-0.8796561604584527,-0.514584842607695,-101.5,0,C0
0,421904,SIGNAL PEAK,8750,38.6,112.0,7G,78,18,8,0.0,82,76,14,659,7,7,4,3,H,56,Utah,0.568905227293105,-0.04615384615384599,-0.64,-0.4285714285714286,-1.0,1.121022875781417,-112.0,0,C0
0,139801,SHIMEK STATE FORES,651,40.6,91.7,8L,87,52,1,0.0,1,6,9,550,17,18,11,1,L,5,Iowa,-0.883439433336322,0.23076923076923084,0.040000000000000036,-0.9285714285714286,-1.0,-1.080756745127003,-91.7,2,C0
0,21105,TRAIL CABIN,6279,33.2,109.3,7U,87,24,3,0.02,33,29,4,149,13,13,6,3,M,30,Arizona,0.1257957500224156,0.23076923076923084,-0.52,-0.7857142857142857,-0.9885386819484241,-0.35731486968566495,-109.3,0,C0
0,100421,FISHHOOK,4270,47.1,115.8,7G,84,21,4,0.0,64,57,9,589,9,10,5,5,V,38,Idaho,-0.234466062942706,0.1384615384615384,-0.5800000000000001,-0.7142857142857143,-1.0,0.523396978677703,-115.8,0,C0
0,418902,MATADOR WMA,1833,34.1,100.3,7G,88,52,6,1.04,24,26,5,490,24,18,10,2,L,18,Texas,-0.6714785259571416,0.2615384615384615,0.040000000000000036,-0.5714285714285714,-0.40401146131805155,-0.451676853438883,-100.3,0,C0
0,418003,DEL RIO INT. APT.,997,29.3,100.9,8G,87,63,5,0.0,32,26,4,330,13,18,10,2,L,10,Texas,-0.8213933470815027,0.23076923076923084,0.26,-0.6428571428571429,-1.0,-0.451676853438883,-100.9,2,C0
0,44511,MT TOM,8982,37.3,119.1,7H,73,30,13,0.0,39,37,6,512,8,7,6,3,M,44,California,0.6105083833946023,-0.20000000000000018,-0.4,-0.07142857142857151,-1.0,-0.10568291301041698,-119.1,0,C0
0,318540,FAYETTEVILLE AIRPO,189,34.9,-78.8,7G,84,67,9,0.02,25,36,9,284,16,19,12,,,12,North Carolina,-0.96628709764189,0.1384615384615384,0.3400000000000001,-0.3571428571428572,-0.9885386819484241,-0.13713690759482297,-78.8,1,C0
0,44503,FENCE MDW,5266,36.9,119.1,7K,92,23,10,0.0,83,77,14,671,6,6,4,4,V,58,California,-0.05585941002420869,0.3846153846153846,-0.54,-0.2857142857142858,-1.0,1.152476870365823,-119.1,0,C0
0,245501,ENNIS,4939,45.3,111.7,7T,78,34,5,0.01,9,31,18,374,10,11,7,3,M,21,Montana,-0.11449834125347436,-0.04615384615384599,-0.31999999999999995,-0.6428571428571429,-0.994269340974212,-0.294406880516853,-111.7,0,C0
0,350920,HEHE 1,2689,44.9,121.4,7C,87,17,10,0.0,20,49,21,378,7,8,4,4,V,62,Oregon,-0.5179772258585134,0.23076923076923084,-0.6599999999999999,-0.2857142857142858,-1.0,0.271765022002455,-121.4,0,C0
0,417101,PINERY,5381,31.8,104.7,7G,83,45,10,0.18,47,48,9,468,11,13,8,2,L,20,Texas,-0.03523715592217336,0.10769230769230775,-0.09999999999999998,-0.2857142857142858,-0.8968481375358166,0.24031102741804902,-104.7,0,C0
0,45744,SWEETWATER,2810,32.8,116.6,7B,88,40,11,0.0,44,106,52,615,11,9,7,3,H,55,California,-0.496279028064198,0.2615384615384615,-0.19999999999999996,-0.2142857142857143,-1.0,2.0646427133135967,-116.6,0,C1
0,418803,AMARILLO INTER ARP,3606,35.2,101.7,7G,79,52,8,0.41,24,26,5,452,21,18,11,2,L,15,Texas,-0.35353716488837084,-0.01538461538461533,0.040000000000000036,-0.4285714285714286,-0.7650429799426934,-0.451676853438883,-101.7,0,C0
0,138401,STEPHENS SF,960,40.9,93.4,8L,83,56,4,0.0,0,8,21,445,16,17,11,1,L,6,Iowa,-0.8280283331838967,0.10769230769230775,0.1200000000000001,-0.7142857142857143,-1.0,-1.017848755958191,-93.4,2,C0
0,40217,MT SHASTA,3573,41.3,122.3,7G,89,17,4,0.0,73,63,10,673,8,9,4,3,H,45,California,-0.35945485519591136,0.29230769230769216,-0.6599999999999999,-0.7142857142857143,-1.0,0.712120946184139,-122.3,0,C0
0,84802,LAKE WALES RIDGE,144,27.4,81.3,8G,96,45,4,0.0,31,24,3,521,15,19,10,3,M,11,Florida,-0.9743566753339908,0.5076923076923077,-0.09999999999999998,-0.7142857142857143,-1.0,-0.514584842607695,-81.3,1,C0
0,45605,KENWORTHY,4562,33.6,116.6,7C,94,27,6,0.0,17,45,22,658,15,11,7,3,H,52,California,-0.18210346991840765,0.44615384615384635,-0.45999999999999996,-0.5714285714285714,-1.0,0.14594904366483102,-116.6,0,C0
0,20291,HAPPY JACK,7000,34.5,111.4,7G,83,21,3,0.1,34,28,4,216,18,17,6,2,M,27,Arizona,0.25508831704474133,0.10769230769230775,-0.5800000000000001,-0.7857142857142857,-0.9426934097421203,-0.38876886427007096,-111.4,0,C0
0,312940,UPPER COASTAL PLN,88,35.8,-77.6,7G,80,77,6,1.33,17,19,3,74,18,21,14,3,M,4,North Carolina,-0.9843988164619385,0.01538461538461533,0.54,-0.5714285714285714,-0.23782234957020054,-0.6718548155297249,-77.6,1,C0
